timestamp,route,value
2026-02-08,Red,341
2026-02-09,Red,528
2026-02-10,Red,525
2026-02-11,Red,611
2026-02-12,Red,613
2026-02-13,Red,560
2026-02-14,Red,333
2026-02-15,Red,365
2026-02-16,Red,535
2026-02-17,Red,542
2026-02-18,Red,586
2026-02-19,Red,557
2026-02-20,Red,569
2026-02-21,Red,339
2026-02-22,Red,348
2026-02-23,Red,611
2026-02-24,Red,575
2026-02-25,Red,591
2026-02-26,Red,515
2026-02-27,Red,573
2026-02-28,Red,330
2026-03-01,Red,324
2026-03-02,Red,551
2026-03-03,Red,567
2026-03-04,Red,604
2026-03-05,Red,540
2026-03-06,Red,580
2026-03-07,Red,339
2026-03-08,Red,343
2026-03-09,Red,610
2026-03-10,Red,598
2026-03-11,Red,622
2026-03-12,Red,579
2026-03-13,Red,564
2026-03-14,Red,347
2026-03-15,Red,356
2026-03-16,Red,592
2026-03-17,Red,556
2026-03-18,Red,591
2026-03-19,Red,596
2026-03-20,Red,664
2026-03-21,Red,388
2026-03-22,Red,340
2026-03-23,Red,584
2026-03-24,Red,550
2026-03-25,Red,576
2026-03-26,Red,604
2026-03-27,Red,632
2026-03-28,Red,345
2026-03-29,Red,347
2026-03-30,Red,534
2026-03-31,Red,594
2026-04-01,Red,568
2026-04-02,Red,585
2026-04-03,Red,575
2026-04-04,Red,360
2026-04-05,Red,330
2026-04-06,Red,560
2026-04-07,Red,669
2026-04-08,Red,567
2026-04-09,Red,573
2026-04-10,Red,663
2026-04-11,Red,418
2026-04-12,Red,344
2026-04-13,Red,598
2026-04-14,Red,621
2026-04-15,Red,664
2026-04-16,Red,582
2026-04-17,Red,605
2026-04-18,Red,382
2026-04-19,Red,377
2026-04-20,Red,604
2026-04-21,Red,612
2026-04-22,Red,574
2026-04-23,Red,610
2026-04-24,Red,610
2026-04-25,Red,376
2026-04-26,Red,362
2026-04-27,Red,635
2026-04-28,Red,653
2026-04-29,Red,627
2026-04-30,Red,634
2026-05-01,Red,625
2026-05-02,Red,375
2026-05-03,Red,361
2026-05-04,Red,636
2026-05-05,Red,623
2026-05-06,Red,693
2026-05-07,Red,677
2026-05-08,Red,641
2026-05-09,Red,363
2026-05-10,Red,357
2026-05-11,Red,668
2026-05-12,Red,639
2026-05-13,Red,647
2026-05-14,Red,577
2026-05-15,Red,662
2026-05-16,Red,389
2026-05-17,Red,359
2026-05-18,Red,620
2026-05-19,Red,644
2026-05-20,Red,637
2026-05-21,Red,627
2026-05-22,Red,634
2026-05-23,Red,378
2026-05-24,Red,386
2026-05-25,Red,685
2026-05-26,Red,557
2026-05-27,Red,632
2026-05-28,Red,645
2026-05-29,Red,650
2026-05-30,Red,377
2026-05-31,Red,351
2026-06-01,Red,652
2026-06-02,Red,697
2026-06-03,Red,593
2026-06-04,Red,670
2026-06-05,Red,633
2026-06-06,Red,385
2026-06-07,Red,366
2026-06-08,Red,633
2026-06-09,Red,686
2026-06-10,Red,664
2026-06-11,Red,701
2026-06-12,Red,683
2026-06-13,Red,396
2026-06-14,Red,421
2026-06-15,Red,660
2026-06-16,Red,673
2026-06-17,Red,637
2026-06-18,Red,649
2026-06-19,Red,624
2026-06-20,Red,407
2026-06-21,Red,365
2026-06-22,Red,673
2026-06-23,Red,641
2026-06-24,Red,686
2026-06-25,Red,672
2026-06-26,Red,707
2026-06-27,Red,403
2026-06-28,Red,358
2026-06-29,Red,646
2026-06-30,Red,610
2026-07-01,Red,631
2026-07-02,Red,697
2026-07-03,Red,669
2026-07-04,Red,375
2026-07-05,Red,369
2026-07-06,Red,649
2026-07-07,Red,608
2026-07-08,Red,626
2026-07-09,Red,658
2026-07-10,Red,685
2026-07-11,Red,400
2026-07-12,Red,344
2026-07-13,Red,657
2026-07-14,Red,649
2026-07-15,Red,660
2026-07-16,Red,699
2026-07-17,Red,580
2026-07-18,Red,376
2026-07-19,Red,399
2026-07-20,Red,595
2026-07-21,Red,693
2026-07-22,Red,657
2026-07-23,Red,672
2026-07-24,Red,626
2026-07-25,Red,402
2026-07-26,Red,407
2026-07-27,Red,651
2026-07-28,Red,651
2026-07-29,Red,651
2026-07-30,Red,615
2026-07-31,Red,637
2026-08-01,Red,382
2026-08-02,Red,392
2026-08-03,Red,673
2026-08-04,Red,606
2026-08-05,Red,636
2025-08-06,Orange,515
2025-08-07,Orange,461
2025-08-08,Orange,459
2025-08-09,Orange,290
2025-08-10,Orange,299
2025-08-11,Orange,478
2025-08-12,Orange,509
2025-08-13,Orange,497
2025-08-14,Orange,496
2025-08-15,Orange,489
2025-08-16,Orange,319
2025-08-17,Orange,282
2025-08-18,Orange,427
2025-08-19,Orange,512
2025-08-20,Orange,463
2025-08-21,Orange,476
2025-08-22,Orange,504
2025-08-23,Orange,261
2025-08-24,Orange,265
2025-08-25,Orange,434
2025-08-26,Orange,452
2025-08-27,Orange,481
2025-08-28,Orange,482
2025-08-29,Orange,476
2025-08-30,Orange,261
2025-08-31,Orange,248
2025-09-01,Orange,469
2025-09-02,Orange,456
2025-09-03,Orange,477
2025-09-04,Orange,482
2025-09-05,Orange,469
2025-09-06,Orange,290
2025-09-07,Orange,282
2025-09-08,Orange,476
2025-09-09,Orange,447
2025-09-10,Orange,458
2025-09-11,Orange,467
2025-09-12,Orange,480
2025-09-13,Orange,271
2025-09-14,Orange,283
2025-09-15,Orange,454
2025-09-16,Orange,456
2025-09-17,Orange,477
2025-09-18,Orange,412
2025-09-19,Orange,428
2025-09-20,Orange,254
2025-09-21,Orange,242
2025-09-22,Orange,440
2025-09-23,Orange,472
2025-09-24,Orange,448
2025-09-25,Orange,458
2025-09-26,Orange,478
2025-09-27,Orange,289
2025-09-28,Orange,270
2025-09-29,Orange,482
2025-09-30,Orange,453
2025-10-01,Orange,431
2025-10-02,Orange,436
2025-10-03,Orange,415
2025-10-04,Orange,257
2025-10-05,Orange,264
2025-10-06,Orange,465
2025-10-07,Orange,485
2025-10-08,Orange,415
2025-10-09,Orange,454
2025-10-10,Orange,421
2025-10-11,Orange,273
2025-10-12,Orange,264
2025-10-13,Orange,402
2025-10-14,Orange,462
2025-10-15,Orange,428
2025-10-16,Orange,429
2025-10-17,Orange,417
2025-10-18,Orange,255
2025-10-19,Orange,269
2025-10-20,Orange,434
2025-10-21,Orange,445
2025-10-22,Orange,445
2025-10-23,Orange,465
2025-10-24,Orange,429
2025-10-25,Orange,242
2025-10-26,Orange,275
2025-10-27,Orange,427
2025-10-28,Orange,458
2025-10-29,Orange,441
2025-10-30,Orange,430
2025-10-31,Orange,440
2025-11-01,Orange,284
2025-11-02,Orange,285
2025-11-03,Orange,432
2025-11-04,Orange,433
2025-11-05,Orange,453
2025-11-06,Orange,411
2025-11-07,Orange,436
2025-11-08,Orange,256
2025-11-09,Orange,261
2025-11-10,Orange,409
2025-11-11,Orange,393
2025-11-12,Orange,382
2025-11-13,Orange,402
2025-11-14,Orange,415
2025-11-15,Orange,251
2025-11-16,Orange,279
2025-11-17,Orange,447
2025-11-18,Orange,403
2025-11-19,Orange,430
2025-11-20,Orange,414
2025-11-21,Orange,416
2025-11-22,Orange,255
2025-11-23,Orange,261
2025-11-24,Orange,414
2025-11-25,Orange,443
2025-11-26,Orange,396
2025-11-27,Orange,420
2025-11-28,Orange,474
2025-11-29,Orange,254
2025-11-30,Orange,269
2025-12-01,Orange,421
2025-12-02,Orange,431
2025-12-03,Orange,417
2025-12-04,Orange,414
2025-12-05,Orange,401
2025-12-06,Orange,256
2025-12-07,Orange,240
2025-12-08,Orange,431
2025-12-09,Orange,439
2025-12-10,Orange,424
2025-12-11,Orange,410
2025-12-12,Orange,425
2025-12-13,Orange,246
2025-12-14,Orange,261
2025-12-15,Orange,377
2025-12-16,Orange,408
2025-12-17,Orange,374
2025-12-18,Orange,384
2025-12-19,Orange,443
2025-12-20,Orange,260
2025-12-21,Orange,240
2025-12-22,Orange,383
2025-12-23,Orange,353
2025-12-24,Orange,403
2025-12-25,Orange,464
2025-12-26,Orange,423
2025-12-27,Orange,241
2025-12-28,Orange,254
2025-12-29,Orange,382
2025-12-30,Orange,408
2025-12-31,Orange,416
2026-01-01,Orange,412
2026-01-02,Orange,430
2026-01-03,Orange,253
2026-01-04,Orange,257
2026-01-05,Orange,400
2026-01-06,Orange,433
2026-01-07,Orange,448
2026-01-08,Orange,394
2026-01-09,Orange,396
2026-01-10,Orange,265
2026-01-11,Orange,246
2026-01-12,Orange,444
2026-01-13,Orange,406
2026-01-14,Orange,445
2026-01-15,Orange,418
2026-01-16,Orange,421
2026-01-17,Orange,269
2026-01-18,Orange,245
2026-01-19,Orange,396
2026-01-20,Orange,407
2026-01-21,Orange,426
2026-01-22,Orange,384
2026-01-23,Orange,430
2026-01-24,Orange,243
2026-01-25,Orange,265
2026-01-26,Orange,368
2026-01-27,Orange,401
2026-01-28,Orange,383
2026-01-29,Orange,401
2026-01-30,Orange,424
2026-01-31,Orange,249
2026-02-01,Orange,248
2026-02-02,Orange,416
2026-02-03,Orange,424
2026-02-04,Orange,399
2026-02-05,Orange,436
2026-02-06,Orange,435
2026-02-07,Orange,258
2026-02-08,Orange,260
2026-02-09,Orange,428
2026-02-10,Orange,466
2026-02-11,Orange,421
2026-02-12,Orange,417
2026-02-13,Orange,408
2026-02-14,Orange,241
2026-02-15,Orange,239
2026-02-16,Orange,406
2026-02-17,Orange,424
2026-02-18,Orange,433
2026-02-19,Orange,428
2026-02-20,Orange,411
2026-02-21,Orange,268
2026-02-22,Orange,266
2026-02-23,Orange,425
2026-02-24,Orange,415
2026-02-25,Orange,441
2026-02-26,Orange,434
2026-02-27,Orange,399
2026-02-28,Orange,258
2026-03-01,Orange,262
2026-03-02,Orange,413
2026-03-03,Orange,437
2026-03-04,Orange,402
2026-03-05,Orange,463
2026-03-06,Orange,461
2026-03-07,Orange,258
2026-03-08,Orange,266
2026-03-09,Orange,383
2026-03-10,Orange,411
2026-03-11,Orange,431
2026-03-12,Orange,414
2026-03-13,Orange,454
2026-03-14,Orange,290
2026-03-15,Orange,248
2026-03-16,Orange,422
2026-03-17,Orange,446
2026-03-18,Orange,477
2026-03-19,Orange,415
2026-03-20,Orange,448
2026-03-21,Orange,290
2026-03-22,Orange,244
2026-03-23,Orange,416
2026-03-24,Orange,435
2026-03-25,Orange,434
2026-03-26,Orange,464
2026-03-27,Orange,452
2026-03-28,Orange,245
2026-03-29,Orange,276
2026-03-30,Orange,436
2026-03-31,Orange,478
2026-04-01,Orange,436
2026-04-02,Orange,436
2026-04-03,Orange,463
2026-04-04,Orange,281
2026-04-05,Orange,277
2026-04-06,Orange,415
2026-04-07,Orange,466
2026-04-08,Orange,431
2026-04-09,Orange,460
2026-04-10,Orange,423
2026-04-11,Orange,280
2026-04-12,Orange,263
2026-04-13,Orange,428
2026-04-14,Orange,474
2026-04-15,Orange,464
2026-04-16,Orange,445
2026-04-17,Orange,493
2026-04-18,Orange,270
2026-04-19,Orange,277
2026-04-20,Orange,468
2026-04-21,Orange,448
2026-04-22,Orange,473
2026-04-23,Orange,451
2026-04-24,Orange,454
2026-04-25,Orange,298
2026-04-26,Orange,264
2026-04-27,Orange,409
2026-04-28,Orange,504
2026-04-29,Orange,526
2026-04-30,Orange,458
2026-05-01,Orange,422
2026-05-02,Orange,277
2026-05-03,Orange,277
2026-05-04,Orange,465
2026-05-05,Orange,444
2026-05-06,Orange,484
2026-05-07,Orange,483
2026-05-08,Orange,436
2026-05-09,Orange,293
2026-05-10,Orange,312
2026-05-11,Orange,477
2026-05-12,Orange,465
2026-05-13,Orange,470
2026-05-14,Orange,489
2026-05-15,Orange,434
2026-05-16,Orange,287
2026-05-17,Orange,280
2026-05-18,Orange,520
2026-05-19,Orange,472
2026-05-20,Orange,517
2026-05-21,Orange,451
2026-05-22,Orange,492
2026-05-23,Orange,291
2026-05-24,Orange,275
2026-05-25,Orange,483
2026-05-26,Orange,508
2026-05-27,Orange,472
2026-05-28,Orange,439
2026-05-29,Orange,480
2026-05-30,Orange,275
2026-05-31,Orange,284
2026-06-01,Orange,479
2026-06-02,Orange,440
2026-06-03,Orange,443
2026-06-04,Orange,494
2026-06-05,Orange,470
2026-06-06,Orange,252
2026-06-07,Orange,301
2026-06-08,Orange,490
2026-06-09,Orange,466
2026-06-10,Orange,452
2026-06-11,Orange,504
2026-06-12,Orange,492
2026-06-13,Orange,325
2026-06-14,Orange,297
2026-06-15,Orange,494
2026-06-16,Orange,481
2026-06-17,Orange,505
2026-06-18,Orange,500
2026-06-19,Orange,516
2026-06-20,Orange,284
2026-06-21,Orange,285
2026-06-22,Orange,474
2026-06-23,Orange,505
2026-06-24,Orange,522
2026-06-25,Orange,475
2026-06-26,Orange,476
2026-06-27,Orange,296
2026-06-28,Orange,288
2026-06-29,Orange,509
2026-06-30,Orange,431
2026-07-01,Orange,466
2026-07-02,Orange,467
2026-07-03,Orange,430
2026-07-04,Orange,278
2026-07-05,Orange,278
2026-07-06,Orange,481
2026-07-07,Orange,513
2026-07-08,Orange,480
2026-07-09,Orange,461
2026-07-10,Orange,484
2026-07-11,Orange,307
2026-07-12,Orange,277
2026-07-13,Orange,463
2026-07-14,Orange,499
2026-07-15,Orange,480
2026-07-16,Orange,501
2026-07-17,Orange,484
2026-07-18,Orange,301
2026-07-19,Orange,276
2026-07-20,Orange,484
2026-07-21,Orange,479
2026-07-22,Orange,454
2026-07-23,Orange,446
2026-07-24,Orange,500
2026-07-25,Orange,285
2026-07-26,Orange,275
2026-07-27,Orange,480
2026-07-28,Orange,510
2026-07-29,Orange,427
2026-07-30,Orange,446
2026-07-31,Orange,459
2026-08-01,Orange,310
2026-08-02,Orange,293
2026-08-03,Orange,499
2026-08-04,Orange,453
2026-08-05,Orange,453
2025-08-06,Blue,327
2025-08-07,Blue,320
2025-08-08,Blue,328
2025-08-09,Blue,190
2025-08-10,Blue,194
2025-08-11,Blue,321
2025-08-12,Blue,331
2025-08-13,Blue,331
2025-08-14,Blue,292
2025-08-15,Blue,282
2025-08-16,Blue,200
2025-08-17,Blue,201
2025-08-18,Blue,300
2025-08-19,Blue,287
2025-08-20,Blue,317
2025-08-21,Blue,330
2025-08-22,Blue,343
2025-08-23,Blue,194
2025-08-24,Blue,185
2025-08-25,Blue,300
2025-08-26,Blue,314
2025-08-27,Blue,309
2025-08-28,Blue,297
2025-08-29,Blue,345
2025-08-30,Blue,204
2025-08-31,Blue,198
2025-09-01,Blue,297
2025-09-02,Blue,325
2025-09-03,Blue,321
2025-09-04,Blue,318
2025-09-05,Blue,330
2025-09-06,Blue,192
2025-09-07,Blue,193
2025-09-08,Blue,319
2025-09-09,Blue,314
2025-09-10,Blue,281
2025-09-11,Blue,309
2025-09-12,Blue,299
2025-09-13,Blue,173
2025-09-14,Blue,200
2025-09-15,Blue,333
2025-09-16,Blue,327
2025-09-17,Blue,310
2025-09-18,Blue,326
2025-09-19,Blue,305
2025-09-20,Blue,185
2025-09-21,Blue,172
2025-09-22,Blue,310
2025-09-23,Blue,304
2025-09-24,Blue,283
2025-09-25,Blue,302
2025-09-26,Blue,301
2025-09-27,Blue,197
2025-09-28,Blue,189
2025-09-29,Blue,301
2025-09-30,Blue,304
2025-10-01,Blue,301
2025-10-02,Blue,296
2025-10-03,Blue,283
2025-10-04,Blue,178
2025-10-05,Blue,172
2025-10-06,Blue,279
2025-10-07,Blue,305
2025-10-08,Blue,303
2025-10-09,Blue,270
2025-10-10,Blue,294
2025-10-11,Blue,186
2025-10-12,Blue,187
2025-10-13,Blue,310
2025-10-14,Blue,295
2025-10-15,Blue,282
2025-10-16,Blue,278
2025-10-17,Blue,298
2025-10-18,Blue,179
2025-10-19,Blue,187
2025-10-20,Blue,308
2025-10-21,Blue,290
2025-10-22,Blue,273
2025-10-23,Blue,286
2025-10-24,Blue,294
2025-10-25,Blue,172
2025-10-26,Blue,169
2025-10-27,Blue,293
2025-10-28,Blue,282
2025-10-29,Blue,280
2025-10-30,Blue,293
2025-10-31,Blue,282
2025-11-01,Blue,175
2025-11-02,Blue,175
2025-11-03,Blue,271
2025-11-04,Blue,280
2025-11-05,Blue,307
2025-11-06,Blue,269
2025-11-07,Blue,255
2025-11-08,Blue,155
2025-11-09,Blue,171
2025-11-10,Blue,285
2025-11-11,Blue,283
2025-11-12,Blue,301
2025-11-13,Blue,246
2025-11-14,Blue,289
2025-11-15,Blue,183
2025-11-16,Blue,160
2025-11-17,Blue,277
2025-11-18,Blue,272
2025-11-19,Blue,269
2025-11-20,Blue,277
2025-11-21,Blue,302
2025-11-22,Blue,184
2025-11-23,Blue,166
2025-11-24,Blue,307
2025-11-25,Blue,281
2025-11-26,Blue,305
2025-11-27,Blue,279
2025-11-28,Blue,282
2025-11-29,Blue,171
2025-11-30,Blue,194
2025-12-01,Blue,291
2025-12-02,Blue,269
2025-12-03,Blue,292
2025-12-04,Blue,274
2025-12-05,Blue,272
2025-12-06,Blue,174
2025-12-07,Blue,167
2025-12-08,Blue,282
2025-12-09,Blue,278
2025-12-10,Blue,282
2025-12-11,Blue,283
2025-12-12,Blue,250
2025-12-13,Blue,172
2025-12-14,Blue,158
2025-12-15,Blue,257
2025-12-16,Blue,276
2025-12-17,Blue,278
2025-12-18,Blue,267
2025-12-19,Blue,288
2025-12-20,Blue,155
2025-12-21,Blue,162
2025-12-22,Blue,268
2025-12-23,Blue,276
2025-12-24,Blue,280
2025-12-25,Blue,262
2025-12-26,Blue,286
2025-12-27,Blue,166
2025-12-28,Blue,150
2025-12-29,Blue,249
2025-12-30,Blue,276
2025-12-31,Blue,273
2026-01-01,Blue,275
2026-01-02,Blue,276
2026-01-03,Blue,167
2026-01-04,Blue,173
2026-01-05,Blue,261
2026-01-06,Blue,260
2026-01-07,Blue,261
2026-01-08,Blue,280
2026-01-09,Blue,293
2026-01-10,Blue,162
2026-01-11,Blue,145
2026-01-12,Blue,253
2026-01-13,Blue,265
2026-01-14,Blue,269
2026-01-15,Blue,271
2026-01-16,Blue,277
2026-01-17,Blue,164
2026-01-18,Blue,175
2026-01-19,Blue,268
2026-01-20,Blue,265
2026-01-21,Blue,284
2026-01-22,Blue,256
2026-01-23,Blue,283
2026-01-24,Blue,168
2026-01-25,Blue,166
2026-01-26,Blue,300
2026-01-27,Blue,270
2026-01-28,Blue,307
2026-01-29,Blue,276
2026-01-30,Blue,261
2026-01-31,Blue,168
2026-02-01,Blue,159
2026-02-02,Blue,269
2026-02-03,Blue,286
2026-02-04,Blue,288
2026-02-05,Blue,272
2026-02-06,Blue,295
2026-02-07,Blue,178
2026-02-08,Blue,181
2026-02-09,Blue,289
2026-02-10,Blue,301
2026-02-11,Blue,255
2026-02-12,Blue,278
2026-02-13,Blue,270
2026-02-14,Blue,171
2026-02-15,Blue,165
2026-02-16,Blue,281
2026-02-17,Blue,310
2026-02-18,Blue,282
2026-02-19,Blue,290
2026-02-20,Blue,281
2026-02-21,Blue,172
2026-02-22,Blue,171
2026-02-23,Blue,292
2026-02-24,Blue,303
2026-02-25,Blue,310
2026-02-26,Blue,291
2026-02-27,Blue,295
2026-02-28,Blue,162
2026-03-01,Blue,172
2026-03-02,Blue,302
2026-03-03,Blue,301
2026-03-04,Blue,292
2026-03-05,Blue,302
2026-03-06,Blue,297
2026-03-07,Blue,184
2026-03-08,Blue,177
2026-03-09,Blue,285
2026-03-10,Blue,296
2026-03-11,Blue,249
2026-03-12,Blue,297
2026-03-13,Blue,239
2026-03-14,Blue,160
2026-03-15,Blue,180
2026-03-16,Blue,300
2026-03-17,Blue,277
2026-03-18,Blue,284
2026-03-19,Blue,315
2026-03-20,Blue,288
2026-03-21,Blue,197
2026-03-22,Blue,177
2026-03-23,Blue,302
2026-03-24,Blue,321
2026-03-25,Blue,299
2026-03-26,Blue,283
2026-03-27,Blue,296
2026-03-28,Blue,179
2026-03-29,Blue,167
2026-03-30,Blue,295
2026-03-31,Blue,288
2026-04-01,Blue,314
2026-04-02,Blue,301
2026-04-03,Blue,296
2026-04-04,Blue,180
2026-04-05,Blue,183
2026-04-06,Blue,311
2026-04-07,Blue,287
2026-04-08,Blue,287
2026-04-09,Blue,320
2026-04-10,Blue,297
2026-04-11,Blue,169
2026-04-12,Blue,187
2026-04-13,Blue,312
2026-04-14,Blue,282
2026-04-15,Blue,309
2026-04-16,Blue,317
2026-04-17,Blue,312
2026-04-18,Blue,190
2026-04-19,Blue,171
2026-04-20,Blue,313
2026-04-21,Blue,303
2026-04-22,Blue,301
2026-04-23,Blue,322
2026-04-24,Blue,332
2026-04-25,Blue,202
2026-04-26,Blue,198
2026-04-27,Blue,309
2026-04-28,Blue,316
2026-04-29,Blue,323
2026-04-30,Blue,313
2026-05-01,Blue,314
2026-05-02,Blue,195
2026-05-03,Blue,187
2026-05-04,Blue,301
2026-05-05,Blue,307
2026-05-06,Blue,323
2026-05-07,Blue,314
2026-05-08,Blue,320
2026-05-09,Blue,195
2026-05-10,Blue,185
2026-05-11,Blue,327
2026-05-12,Blue,321
2026-05-13,Blue,296
2026-05-14,Blue,339
2026-05-15,Blue,308
2026-05-16,Blue,174
2026-05-17,Blue,180
2026-05-18,Blue,301
2026-05-19,Blue,318
2026-05-20,Blue,314
2026-05-21,Blue,313
2026-05-22,Blue,328
2026-05-23,Blue,194
2026-05-24,Blue,194
2026-05-25,Blue,326
2026-05-26,Blue,329
2026-05-27,Blue,286
2026-05-28,Blue,314
2026-05-29,Blue,285
2026-05-30,Blue,193
2026-05-31,Blue,192
2026-06-01,Blue,338
2026-06-02,Blue,340
2026-06-03,Blue,324
2026-06-04,Blue,313
2026-06-05,Blue,329
2026-06-06,Blue,188
2026-06-07,Blue,193
2026-06-08,Blue,338
2026-06-09,Blue,313
2026-06-10,Blue,335
2026-06-11,Blue,333
2026-06-12,Blue,307
2026-06-13,Blue,203
2026-06-14,Blue,201
2026-06-15,Blue,325
2026-06-16,Blue,311
2026-06-17,Blue,309
2026-06-18,Blue,315
2026-06-19,Blue,332
2026-06-20,Blue,185
2026-06-21,Blue,198
2026-06-22,Blue,304
2026-06-23,Blue,320
2026-06-24,Blue,326
2026-06-25,Blue,363
2026-06-26,Blue,302
2026-06-27,Blue,209
2026-06-28,Blue,196
2026-06-29,Blue,331
2026-06-30,Blue,326
2026-07-01,Blue,331
2026-07-02,Blue,322
2026-07-03,Blue,348
2026-07-04,Blue,190
2026-07-05,Blue,205
2026-07-06,Blue,313
2026-07-07,Blue,323
2026-07-08,Blue,306
2026-07-09,Blue,331
2026-07-10,Blue,347
2026-07-11,Blue,193
2026-07-12,Blue,192
2026-07-13,Blue,306
2026-07-14,Blue,320
2026-07-15,Blue,298
2026-07-16,Blue,309
2026-07-17,Blue,327
2026-07-18,Blue,207
2026-07-19,Blue,221
2026-07-20,Blue,313
2026-07-21,Blue,346
2026-07-22,Blue,326
2026-07-23,Blue,320
2026-07-24,Blue,329
2026-07-25,Blue,194
2026-07-26,Blue,194
2026-07-27,Blue,315
2026-07-28,Blue,299
2026-07-29,Blue,297
2026-07-30,Blue,332
2026-07-31,Blue,317
2026-08-01,Blue,187
2026-08-02,Blue,192
2026-08-03,Blue,333
2026-08-04,Blue,323
2026-08-05,Blue,309
2025-08-06,Green-B,283
2025-08-07,Green-B,287
2025-08-08,Green-B,273
2025-08-09,Green-B,167
2025-08-10,Green-B,169
2025-08-11,Green-B,280
2025-08-12,Green-B,273
2025-08-13,Green-B,273
