timestamp,route,value
2026-05-22,Red,22
2026-05-23,Red,11
2026-05-24,Red,11
2026-05-25,Red,19
2026-05-26,Red,19
2026-05-27,Red,22
2026-05-28,Red,21
2026-05-29,Red,23
2026-05-30,Red,15
2026-05-31,Red,11
2026-06-01,Red,20
2026-06-02,Red,18
2026-06-03,Red,18
2026-06-04,Red,19
2026-06-05,Red,18
2026-06-06,Red,11
2026-06-07,Red,12
2026-06-08,Red,18
2026-06-09,Red,22
2026-06-10,Red,18
2026-06-11,Red,26
2026-06-12,Red,19
2026-06-13,Red,12
2026-06-14,Red,10
2026-06-15,Red,23
2026-06-16,Red,22
2026-06-17,Red,21
2026-06-18,Red,17
2026-06-19,Red,20
2026-06-20,Red,11
2026-06-21,Red,14
2026-06-22,Red,22
2026-06-23,Red,20
2026-06-24,Red,15
2026-06-25,Red,18
2026-06-26,Red,21
2026-06-27,Red,13
2026-06-28,Red,13
2026-06-29,Red,17
2026-06-30,Red,21
2026-07-01,Red,22
2026-07-02,Red,17
2026-07-03,Red,20
2026-07-04,Red,12
2026-07-05,Red,12
2026-07-06,Red,16
2026-07-07,Red,19
2026-07-08,Red,19
2026-07-09,Red,20
2026-07-10,Red,19
2026-07-11,Red,11
2026-07-12,Red,12
2026-07-13,Red,21
2026-07-14,Red,19
2026-07-15,Red,19
2026-07-16,Red,20
2026-07-17,Red,16
2026-07-18,Red,13
2026-07-19,Red,12
2026-07-20,Red,20
2026-07-21,Red,22
2026-07-22,Red,16
2026-07-23,Red,16
2026-07-24,Red,21
2026-07-25,Red,12
2026-07-26,Red,12
2026-07-27,Red,19
2026-07-28,Red,21
2026-07-29,Red,22
2026-07-30,Red,21
2026-07-31,Red,19
2026-08-01,Red,9
2026-08-02,Red,13
2026-08-03,Red,22
2026-08-04,Red,21
2026-08-05,Red,18
2025-08-06,Orange,16
2025-08-07,Orange,16
2025-08-08,Orange,17
2025-08-09,Orange,8
2025-08-10,Orange,9
2025-08-11,Orange,16
2025-08-12,Orange,15
2025-08-13,Orange,13
2025-08-14,Orange,16
2025-08-15,Orange,16
2025-08-16,Orange,9
2025-08-17,Orange,9
2025-08-18,Orange,15
2025-08-19,Orange,17
2025-08-20,Orange,14
2025-08-21,Orange,14
2025-08-22,Orange,15
2025-08-23,Orange,10
2025-08-24,Orange,8
2025-08-25,Orange,13
2025-08-26,Orange,12
2025-08-27,Orange,15
2025-08-28,Orange,13
2025-08-29,Orange,14
2025-08-30,Orange,10
2025-08-31,Orange,8
2025-09-01,Orange,15
2025-09-02,Orange,15
2025-09-03,Orange,16
2025-09-04,Orange,16
2025-09-05,Orange,14
2025-09-06,Orange,9
2025-09-07,Orange,10
2025-09-08,Orange,16
2025-09-09,Orange,13
2025-09-10,Orange,16
2025-09-11,Orange,13
2025-09-12,Orange,17
2025-09-13,Orange,10
2025-09-14,Orange,9
2025-09-15,Orange,15
2025-09-16,Orange,15
2025-09-17,Orange,16
2025-09-18,Orange,14
2025-09-19,Orange,15
2025-09-20,Orange,10
2025-09-21,Orange,8
2025-09-22,Orange,14
2025-09-23,Orange,13
2025-09-24,Orange,13
2025-09-25,Orange,12
2025-09-26,Orange,16
2025-09-27,Orange,11
2025-09-28,Orange,10
2025-09-29,Orange,13
2025-09-30,Orange,16
2025-10-01,Orange,17
2025-10-02,Orange,14
2025-10-03,Orange,15
2025-10-04,Orange,7
2025-10-05,Orange,9
2025-10-06,Orange,13
2025-10-07,Orange,15
2025-10-08,Orange,13
2025-10-09,Orange,16
2025-10-10,Orange,17
2025-10-11,Orange,8
2025-10-12,Orange,8
2025-10-13,Orange,12
2025-10-14,Orange,15
2025-10-15,Orange,14
2025-10-16,Orange,13
2025-10-17,Orange,16
2025-10-18,Orange,9
2025-10-19,Orange,8
2025-10-20,Orange,14
2025-10-21,Orange,17
2025-10-22,Orange,16
2025-10-23,Orange,15
2025-10-24,Orange,16
2025-10-25,Orange,8
2025-10-26,Orange,9
2025-10-27,Orange,15
2025-10-28,Orange,14
2025-10-29,Orange,16
2025-10-30,Orange,14
2025-10-31,Orange,16
2025-11-01,Orange,9
2025-11-02,Orange,6
2025-11-03,Orange,17
2025-11-04,Orange,10
2025-11-05,Orange,14
2025-11-06,Orange,17
2025-11-07,Orange,15
2025-11-08,Orange,8
2025-11-09,Orange,8
2025-11-10,Orange,17
2025-11-11,Orange,12
2025-11-12,Orange,17
2025-11-13,Orange,15
2025-11-14,Orange,13
2025-11-15,Orange,8
2025-11-16,Orange,8
2025-11-17,Orange,16
2025-11-18,Orange,16
2025-11-19,Orange,12
2025-11-20,Orange,14
2025-11-21,Orange,14
2025-11-22,Orange,10
2025-11-23,Orange,8
2025-11-24,Orange,17
2025-11-25,Orange,15
2025-11-26,Orange,13
2025-11-27,Orange,14
2025-11-28,Orange,14
2025-11-29,Orange,8
2025-11-30,Orange,9
2025-12-01,Orange,13
2025-12-02,Orange,12
2025-12-03,Orange,14
2025-12-04,Orange,12
2025-12-05,Orange,14
2025-12-06,Orange,8
2025-12-07,Orange,8
2025-12-08,Orange,18
2025-12-09,Orange,15
2025-12-10,Orange,15
2025-12-11,Orange,12
2025-12-12,Orange,14
2025-12-13,Orange,9
2025-12-14,Orange,8
2025-12-15,Orange,16
2025-12-16,Orange,13
2025-12-17,Orange,15
2025-12-18,Orange,14
2025-12-19,Orange,15
2025-12-20,Orange,8
2025-12-21,Orange,9
2025-12-22,Orange,15
2025-12-23,Orange,14
2025-12-24,Orange,16
2025-12-25,Orange,15
2025-12-26,Orange,15
2025-12-27,Orange,9
2025-12-28,Orange,10
2025-12-29,Orange,15
2025-12-30,Orange,15
2025-12-31,Orange,15
2026-01-01,Orange,18
2026-01-02,Orange,13
2026-01-03,Orange,10
2026-01-04,Orange,7
2026-01-05,Orange,15
2026-01-06,Orange,17
2026-01-07,Orange,16
2026-01-08,Orange,15
2026-01-09,Orange,14
2026-01-10,Orange,9
2026-01-11,Orange,9
2026-01-12,Orange,14
2026-01-13,Orange,15
2026-01-14,Orange,15
2026-01-15,Orange,14
2026-01-16,Orange,14
2026-01-17,Orange,8
2026-01-18,Orange,9
2026-01-19,Orange,16
2026-01-20,Orange,15
2026-01-21,Orange,16
2026-01-22,Orange,15
2026-01-23,Orange,16
2026-01-24,Orange,9
2026-01-25,Orange,9
2026-01-26,Orange,14
2026-01-27,Orange,18
2026-01-28,Orange,14
2026-01-29,Orange,14
2026-01-30,Orange,16
2026-01-31,Orange,9
2026-02-01,Orange,8
2026-02-02,Orange,17
2026-02-03,Orange,15
2026-02-04,Orange,13
2026-02-05,Orange,17
2026-02-06,Orange,16
2026-02-07,Orange,8
2026-02-08,Orange,11
2026-02-09,Orange,16
2026-02-10,Orange,15
2026-02-11,Orange,17
2026-02-12,Orange,15
2026-02-13,Orange,15
2026-02-14,Orange,8
2026-02-15,Orange,10
2026-02-16,Orange,16
2026-02-17,Orange,15
2026-02-18,Orange,14
2026-02-19,Orange,15
2026-02-20,Orange,15
2026-02-21,Orange,8
2026-02-22,Orange,8
2026-02-23,Orange,16
2026-02-24,Orange,11
2026-02-25,Orange,15
2026-02-26,Orange,14
2026-02-27,Orange,17
2026-02-28,Orange,9
2026-03-01,Orange,10
2026-03-02,Orange,14
2026-03-03,Orange,15
2026-03-04,Orange,16
2026-03-05,Orange,14
2026-03-06,Orange,16
2026-03-07,Orange,8
2026-03-08,Orange,9
2026-03-09,Orange,16
2026-03-10,Orange,16
2026-03-11,Orange,18
2026-03-12,Orange,14
2026-03-13,Orange,13
2026-03-14,Orange,8
2026-03-15,Orange,10
2026-03-16,Orange,16
2026-03-17,Orange,15
2026-03-18,Orange,13
2026-03-19,Orange,16
2026-03-20,Orange,13
2026-03-21,Orange,10
2026-03-22,Orange,12
2026-03-23,Orange,16
2026-03-24,Orange,16
2026-03-25,Orange,14
2026-03-26,Orange,12
2026-03-27,Orange,14
2026-03-28,Orange,8
2026-03-29,Orange,8
2026-03-30,Orange,18
2026-03-31,Orange,15
2026-04-01,Orange,16
2026-04-02,Orange,15
2026-04-03,Orange,15
2026-04-04,Orange,10
2026-04-05,Orange,9
2026-04-06,Orange,16
2026-04-07,Orange,15
2026-04-08,Orange,14
2026-04-09,Orange,13
2026-04-10,Orange,12
2026-04-11,Orange,9
2026-04-12,Orange,9
2026-04-13,Orange,13
2026-04-14,Orange,15
2026-04-15,Orange,15
2026-04-16,Orange,12
2026-04-17,Orange,14
2026-04-18,Orange,9
2026-04-19,Orange,9
2026-04-20,Orange,13
2026-04-21,Orange,15
2026-04-22,Orange,17
2026-04-23,Orange,16
2026-04-24,Orange,15
2026-04-25,Orange,9
2026-04-26,Orange,8
2026-04-27,Orange,16
2026-04-28,Orange,15
2026-04-29,Orange,16
2026-04-30,Orange,15
2026-05-01,Orange,16
2026-05-02,Orange,9
2026-05-03,Orange,10
2026-05-04,Orange,16
2026-05-05,Orange,14
2026-05-06,Orange,12
2026-05-07,Orange,17
2026-05-08,Orange,15
2026-05-09,Orange,7
2026-05-10,Orange,8
2026-05-11,Orange,16
2026-05-12,Orange,15
2026-05-13,Orange,14
2026-05-14,Orange,17
2026-05-15,Orange,13
2026-05-16,Orange,8
2026-05-17,Orange,9
2026-05-18,Orange,16
2026-05-19,Orange,16
2026-05-20,Orange,16
2026-05-21,Orange,15
2026-05-22,Orange,16
2026-05-23,Orange,9
2026-05-24,Orange,9
2026-05-25,Orange,15
2026-05-26,Orange,15
2026-05-27,Orange,16
2026-05-28,Orange,16
2026-05-29,Orange,15
2026-05-30,Orange,8
2026-05-31,Orange,9
2026-06-01,Orange,15
2026-06-02,Orange,15
2026-06-03,Orange,18
2026-06-04,Orange,14
2026-06-05,Orange,16
2026-06-06,Orange,10
2026-06-07,Orange,9
2026-06-08,Orange,19
2026-06-09,Orange,14
2026-06-10,Orange,15
2026-06-11,Orange,14
2026-06-12,Orange,14
2026-06-13,Orange,9
2026-06-14,Orange,10
2026-06-15,Orange,15
2026-06-16,Orange,17
2026-06-17,Orange,15
2026-06-18,Orange,15
2026-06-19,Orange,19
2026-06-20,Orange,9
2026-06-21,Orange,8
2026-06-22,Orange,14
2026-06-23,Orange,14
2026-06-24,Orange,16
2026-06-25,Orange,14
2026-06-26,Orange,15
2026-06-27,Orange,9
2026-06-28,Orange,10
2026-06-29,Orange,14
2026-06-30,Orange,13
2026-07-01,Orange,15
2026-07-02,Orange,16
2026-07-03,Orange,15
2026-07-04,Orange,8
2026-07-05,Orange,10
2026-07-06,Orange,14
2026-07-07,Orange,14
2026-07-08,Orange,14
2026-07-09,Orange,17
2026-07-10,Orange,16
2026-07-11,Orange,10
2026-07-12,Orange,10
2026-07-13,Orange,19
2026-07-14,Orange,12
2026-07-15,Orange,14
2026-07-16,Orange,14
2026-07-17,Orange,14
2026-07-18,Orange,8
2026-07-19,Orange,9
2026-07-20,Orange,13
2026-07-21,Orange,16
2026-07-22,Orange,15
2026-07-23,Orange,16
2026-07-24,Orange,16
2026-07-25,Orange,10
2026-07-26,Orange,9
2026-07-27,Orange,18
2026-07-28,Orange,15
2026-07-29,Orange,12
2026-07-30,Orange,13
2026-07-31,Orange,12
2026-08-01,Orange,9
2026-08-02,Orange,9
2026-08-03,Orange,14
2026-08-04,Orange,18
2026-08-05,Orange,16
2025-08-06,Blue,11
2025-08-07,Blue,9
2025-08-08,Blue,9
2025-08-09,Blue,6
2025-08-10,Blue,6
2025-08-11,Blue,8
2025-08-12,Blue,10
2025-08-13,Blue,10
2025-08-14,Blue,10
2025-08-15,Blue,9
2025-08-16,Blue,6
2025-08-17,Blue,6
2025-08-18,Blue,10
2025-08-19,Blue,11
2025-08-20,Blue,11
2025-08-21,Blue,10
2025-08-22,Blue,10
2025-08-23,Blue,6
2025-08-24,Blue,6
2025-08-25,Blue,10
2025-08-26,Blue,11
2025-08-27,Blue,11
2025-08-28,Blue,11
2025-08-29,Blue,12
2025-08-30,Blue,5
2025-08-31,Blue,6
2025-09-01,Blue,10
2025-09-02,Blue,10
2025-09-03,Blue,9
2025-09-04,Blue,9
2025-09-05,Blue,10
2025-09-06,Blue,6
2025-09-07,Blue,6
2025-09-08,Blue,9
2025-09-09,Blue,9
2025-09-10,Blue,10
2025-09-11,Blue,10
2025-09-12,Blue,11
2025-09-13,Blue,7
2025-09-14,Blue,6
2025-09-15,Blue,10
2025-09-16,Blue,9
2025-09-17,Blue,9
2025-09-18,Blue,12
2025-09-19,Blue,9
2025-09-20,Blue,5
2025-09-21,Blue,6
2025-09-22,Blue,10
2025-09-23,Blue,9
2025-09-24,Blue,10
2025-09-25,Blue,11
2025-09-26,Blue,9
2025-09-27,Blue,5
2025-09-28,Blue,7
2025-09-29,Blue,10
2025-09-30,Blue,9
2025-10-01,Blue,8
2025-10-02,Blue,9
2025-10-03,Blue,10
2025-10-04,Blue,7
2025-10-05,Blue,5
2025-10-06,Blue,10
2025-10-07,Blue,11
2025-10-08,Blue,8
2025-10-09,Blue,11
2025-10-10,Blue,9
2025-10-11,Blue,6
2025-10-12,Blue,6
2025-10-13,Blue,11
2025-10-14,Blue,11
2025-10-15,Blue,8
2025-10-16,Blue,9
2025-10-17,Blue,10
2025-10-18,Blue,6
2025-10-19,Blue,6
2025-10-20,Blue,11
2025-10-21,Blue,11
2025-10-22,Blue,10
2025-10-23,Blue,8
2025-10-24,Blue,10
2025-10-25,Blue,6
2025-10-26,Blue,5
2025-10-27,Blue,11
2025-10-28,Blue,11
2025-10-29,Blue,10
2025-10-30,Blue,7
2025-10-31,Blue,9
2025-11-01,Blue,7
2025-11-02,Blue,6
2025-11-03,Blue,8
2025-11-04,Blue,11
2025-11-05,Blue,10
2025-11-06,Blue,11
2025-11-07,Blue,10
2025-11-08,Blue,6
2025-11-09,Blue,6
2025-11-10,Blue,11
2025-11-11,Blue,12
2025-11-12,Blue,11
2025-11-13,Blue,8
2025-11-14,Blue,10
2025-11-15,Blue,7
2025-11-16,Blue,7
2025-11-17,Blue,10
2025-11-18,Blue,11
2025-11-19,Blue,11
2025-11-20,Blue,13
2025-11-21,Blue,9
2025-11-22,Blue,6
2025-11-23,Blue,6
2025-11-24,Blue,10
2025-11-25,Blue,9
2025-11-26,Blue,7
2025-11-27,Blue,10
2025-11-28,Blue,10
2025-11-29,Blue,6
2025-11-30,Blue,7
2025-12-01,Blue,10
2025-12-02,Blue,11
2025-12-03,Blue,10
2025-12-04,Blue,11
2025-12-05,Blue,10
2025-12-06,Blue,7
2025-12-07,Blue,6
2025-12-08,Blue,10
2025-12-09,Blue,10
2025-12-10,Blue,10
2025-12-11,Blue,10
2025-12-12,Blue,12
2025-12-13,Blue,6
2025-12-14,Blue,6
2025-12-15,Blue,11
2025-12-16,Blue,11
2025-12-17,Blue,10
2025-12-18,Blue,8
2025-12-19,Blue,11
2025-12-20,Blue,5
2025-12-21,Blue,7
2025-12-22,Blue,10
2025-12-23,Blue,11
2025-12-24,Blue,9
2025-12-25,Blue,8
2025-12-26,Blue,10
2025-12-27,Blue,6
2025-12-28,Blue,6
2025-12-29,Blue,10
2025-12-30,Blue,13
2025-12-31,Blue,11
2026-01-01,Blue,11
2026-01-02,Blue,11
2026-01-03,Blue,7
2026-01-04,Blue,6
2026-01-05,Blue,8
2026-01-06,Blue,10
2026-01-07,Blue,11
2026-01-08,Blue,9
2026-01-09,Blue,10
2026-01-10,Blue,6
2026-01-11,Blue,7
2026-01-12,Blue,11
2026-01-13,Blue,11
2026-01-14,Blue,11
2026-01-15,Blue,10
2026-01-16,Blue,10
2026-01-17,Blue,5
2026-01-18,Blue,5
2026-01-19,Blue,10
2026-01-20,Blue,10
2026-01-21,Blue,11
2026-01-22,Blue,12
2026-01-23,Blue,12
2026-01-24,Blue,5
2026-01-25,Blue,6
2026-01-26,Blue,10
2026-01-27,Blue,13
2026-01-28,Blue,11
2026-01-29,Blue,11
2026-01-30,Blue,10
2026-01-31,Blue,5
2026-02-01,Blue,6
2026-02-02,Blue,9
2026-02-03,Blue,10
2026-02-04,Blue,10
2026-02-05,Blue,12
2026-02-06,Blue,10
2026-02-07,Blue,5
2026-02-08,Blue,6
2026-02-09,Blue,9
2026-02-10,Blue,10
2026-02-11,Blue,10
2026-02-12,Blue,10
2026-02-13,Blue,11
2026-02-14,Blue,5
2026-02-15,Blue,6
2026-02-16,Blue,11
2026-02-17,Blue,9
2026-02-18,Blue,8
2026-02-19,Blue,11
2026-02-20,Blue,11
2026-02-21,Blue,6
2026-02-22,Blue,5
2026-02-23,Blue,11
2026-02-24,Blue,8
2026-02-25,Blue,10
2026-02-26,Blue,9
2026-02-27,Blue,9
2026-02-28,Blue,6
2026-03-01,Blue,6
2026-03-02,Blue,9
2026-03-03,Blue,11
2026-03-04,Blue,10
2026-03-05,Blue,11
2026-03-06,Blue,10
2026-03-07,Blue,6
2026-03-08,Blue,5
2026-03-09,Blue,8
2026-03-10,Blue,10
2026-03-11,Blue,10
2026-03-12,Blue,8
2026-03-13,Blue,9
2026-03-14,Blue,5
2026-03-15,Blue,7
2026-03-16,Blue,8
2026-03-17,Blue,9
2026-03-18,Blue,11
2026-03-19,Blue,11
2026-03-20,Blue,9
2026-03-21,Blue,6
2026-03-22,Blue,6
2026-03-23,Blue,8
2026-03-24,Blue,8
2026-03-25,Blue,10
2026-03-26,Blue,12
2026-03-27,Blue,10
2026-03-28,Blue,6
2026-03-29,Blue,7
2026-03-30,Blue,12
2026-03-31,Blue,9
2026-04-01,Blue,10
2026-04-02,Blue,12
2026-04-03,Blue,8
2026-04-04,Blue,7
2026-04-05,Blue,5
2026-04-06,Blue,10
2026-04-07,Blue,10
2026-04-08,Blue,9
2026-04-09,Blue,9
2026-04-10,Blue,10
2026-04-11,Blue,7
2026-04-12,Blue,6
2026-04-13,Blue,10
2026-04-14,Blue,11
2026-04-15,Blue,9
2026-04-16,Blue,11
2026-04-17,Blue,11
2026-04-18,Blue,8
2026-04-19,Blue,6
2026-04-20,Blue,10
2026-04-21,Blue,11
2026-04-22,Blue,11
2026-04-23,Blue,9
2026-04-24,Blue,10
2026-04-25,Blue,6
2026-04-26,Blue,6
2026-04-27,Blue,10
2026-04-28,Blue,10
2026-04-29,Blue,11
2026-04-30,Blue,9
2026-05-01,Blue,8
2026-05-02,Blue,5
2026-05-03,Blue,5
2026-05-04,Blue,9
2026-05-05,Blue,10
2026-05-06,Blue,9
2026-05-07,Blue,9
2026-05-08,Blue,9
2026-05-09,Blue,6
2026-05-10,Blue,7
2026-05-11,Blue,11
2026-05-12,Blue,10
2026-05-13,Blue,10
2026-05-14,Blue,10
2026-05-15,Blue,10
2026-05-16,Blue,6
2026-05-17,Blue,5
2026-05-18,Blue,10
2026-05-19,Blue,8
2026-05-20,Blue,10
2026-05-21,Blue,11
2026-05-22,Blue,10
2026-05-23,Blue,7
2026-05-24,Blue,5
2026-05-25,Blue,10
2026-05-26,Blue,10
2026-05-27,Blue,10
2026-05-28,Blue,10
2026-05-29,Blue,10
2026-05-30,Blue,7
2026-05-31,Blue,7
2026-06-01,Blue,10
2026-06-02,Blue,11
2026-06-03,Blue,9
2026-06-04,Blue,11
2026-06-05,Blue,9
2026-06-06,Blue,7
2026-06-07,Blue,7
2026-06-08,Blue,10
2026-06-09,Blue,8
2026-06-10,Blue,9
2026-06-11,Blue,11
2026-06-12,Blue,11
2026-06-13,Blue,6
2026-06-14,Blue,7
2026-06-15,Blue,10
2026-06-16,Blue,11
2026-06-17,Blue,11
2026-06-18,Blue,12
2026-06-19,Blue,10
2026-06-20,Blue,7
2026-06-21,Blue,6
2026-06-22,Blue,9
2026-06-23,Blue,12
2026-06-24,Blue,10
2026-06-25,Blue,11
2026-06-26,Blue,10
2026-06-27,Blue,6
2026-06-28,Blue,6
2026-06-29,Blue,11
2026-06-30,Blue,11
2026-07-01,Blue,8
2026-07-02,Blue,10
2026-07-03,Blue,12
2026-07-04,Blue,6
2026-07-05,Blue,5
2026-07-06,Blue,12
2026-07-07,Blue,11
2026-07-08,Blue,10
2026-07-09,Blue,10
2026-07-10,Blue,11
2026-07-11,Blue,6
2026-07-12,Blue,7
2026-07-13,Blue,11
2026-07-14,Blue,10
2026-07-15,Blue,10
2026-07-16,Blue,10
2026-07-17,Blue,11
2026-07-18,Blue,5
2026-07-19,Blue,5
2026-07-20,Blue,11
2026-07-21,Blue,11
2026-07-22,Blue,10
2026-07-23,Blue,10
2026-07-24,Blue,10
2026-07-25,Blue,6
2026-07-26,Blue,6
2026-07-27,Blue,10
2026-07-28,Blue,10
2026-07-29,Blue,12
2026-07-30,Blue,8
2026-07-31,Blue,10
2026-08-01,Blue,5
2026-08-02,Blue,6
2026-08-03,Blue,10
2026-08-04,Blue,8
2026-08-05,Blue,10
2025-08-06,Green-B,8
2025-08-07,Green-B,6
2025-08-08,Green-B,9
2025-08-09,Green-B,5
2025-08-10,Green-B,6
2025-08-11,Green-B,8
2025-08-12,Green-B,8
2025-08-13,Green-B,9
