timestamp,metric,value
2019-07-21,hospital_admissions_respiratory,1453
2019-07-28,hospital_admissions_respiratory,1416
2019-08-04,hospital_admissions_respiratory,1385
2019-08-11,hospital_admissions_respiratory,1490
2019-08-18,hospital_admissions_respiratory,1508
2019-08-25,hospital_admissions_respiratory,1413
2019-09-01,hospital_admissions_respiratory,1534
2019-09-08,hospital_admissions_respiratory,1576
2019-09-15,hospital_admissions_respiratory,1644
2019-09-22,hospital_admissions_respiratory,1700
2019-09-29,hospital_admissions_respiratory,1544
2019-10-06,hospital_admissions_respiratory,1692
2019-10-13,hospital_admissions_respiratory,1728
2019-10-20,hospital_admissions_respiratory,1706
2019-10-27,hospital_admissions_respiratory,1640
2019-11-03,hospital_admissions_respiratory,1714
2019-11-10,hospital_admissions_respiratory,1804
2019-11-17,hospital_admissions_respiratory,1797
2019-11-24,hospital_admissions_respiratory,1777
2019-12-01,hospital_admissions_respiratory,2069
2019-12-08,hospital_admissions_respiratory,2006
2019-12-15,hospital_admissions_respiratory,1932
2019-12-22,hospital_admissions_respiratory,2285
2019-12-29,hospital_admissions_respiratory,2805
2020-01-05,hospital_admissions_respiratory,2634
2020-01-12,hospital_admissions_respiratory,2393
2020-01-19,hospital_admissions_respiratory,2425
2020-01-26,hospital_admissions_respiratory,2420
2020-02-02,hospital_admissions_respiratory,2579
2020-02-09,hospital_admissions_respiratory,2431
2020-02-16,hospital_admissions_respiratory,2368
2020-02-23,hospital_admissions_respiratory,2354
2020-03-01,hospital_admissions_respiratory,2240
2020-03-08,hospital_admissions_respiratory,2215
2020-03-15,hospital_admissions_respiratory,2100
2020-03-22,hospital_admissions_respiratory,2538
2020-03-29,hospital_admissions_respiratory,2854
2020-04-05,hospital_admissions_respiratory,3134
2020-04-12,hospital_admissions_respiratory,3171
2020-04-19,hospital_admissions_respiratory,3235
2020-04-26,hospital_admissions_respiratory,2782
2020-05-03,hospital_admissions_respiratory,2545
2020-05-10,hospital_admissions_respiratory,2235
2020-05-17,hospital_admissions_respiratory,1915
2020-05-24,hospital_admissions_respiratory,1745
2020-05-31,hospital_admissions_respiratory,1694
2020-06-07,hospital_admissions_respiratory,1481
2020-06-14,hospital_admissions_respiratory,1377
2020-06-21,hospital_admissions_respiratory,1410
2020-06-28,hospital_admissions_respiratory,1377
2020-07-05,hospital_admissions_respiratory,1374
2020-07-12,hospital_admissions_respiratory,1334
2020-07-19,hospital_admissions_respiratory,1261
2020-07-26,hospital_admissions_respiratory,1489
2020-08-02,hospital_admissions_respiratory,1326
2020-08-09,hospital_admissions_respiratory,1366
2020-08-16,hospital_admissions_respiratory,1375
2020-08-23,hospital_admissions_respiratory,1407
2020-08-30,hospital_admissions_respiratory,1481
2020-09-06,hospital_admissions_respiratory,1385
2020-09-13,hospital_admissions_respiratory,1460
2020-09-20,hospital_admissions_respiratory,1505
2020-09-27,hospital_admissions_respiratory,1471
2020-10-04,hospital_admissions_respiratory,1722
2020-10-11,hospital_admissions_respiratory,1714
2020-10-18,hospital_admissions_respiratory,1666
2020-10-25,hospital_admissions_respiratory,1583
2020-11-01,hospital_admissions_respiratory,1837
2020-11-08,hospital_admissions_respiratory,1936
2020-11-15,hospital_admissions_respiratory,2107
2020-11-22,hospital_admissions_respiratory,2125
2020-11-29,hospital_admissions_respiratory,2465
2020-12-06,hospital_admissions_respiratory,2731
2020-12-13,hospital_admissions_respiratory,2717
2020-12-20,hospital_admissions_respiratory,2820
2020-12-27,hospital_admissions_respiratory,2912
2021-01-03,hospital_admissions_respiratory,3002
2021-01-10,hospital_admissions_respiratory,2896
2021-01-17,hospital_admissions_respiratory,2736
2021-01-24,hospital_admissions_respiratory,2474
2021-01-31,hospital_admissions_respiratory,2287
2021-02-07,hospital_admissions_respiratory,2033
2021-02-14,hospital_admissions_respiratory,1831
2021-02-21,hospital_admissions_respiratory,1995
2021-02-28,hospital_admissions_respiratory,1843
2021-03-07,hospital_admissions_respiratory,1857
2021-03-14,hospital_admissions_respiratory,1866
2021-03-21,hospital_admissions_respiratory,2034
2021-03-28,hospital_admissions_respiratory,1984
2021-04-04,hospital_admissions_respiratory,2074
2021-04-11,hospital_admissions_respiratory,2051
2021-04-18,hospital_admissions_respiratory,1889
2021-04-25,hospital_admissions_respiratory,1869
2021-05-02,hospital_admissions_respiratory,1768
2021-05-09,hospital_admissions_respiratory,1652
2021-05-16,hospital_admissions_respiratory,1713
2021-05-23,hospital_admissions_respiratory,1636
2021-05-30,hospital_admissions_respiratory,1647
2021-06-06,hospital_admissions_respiratory,1688
2021-06-13,hospital_admissions_respiratory,1757
2021-06-20,hospital_admissions_respiratory,1759
2021-06-27,hospital_admissions_respiratory,1775
2021-07-04,hospital_admissions_respiratory,1743
2021-07-11,hospital_admissions_respiratory,1785
2021-07-18,hospital_admissions_respiratory,1941
2021-07-25,hospital_admissions_respiratory,2050
2021-08-01,hospital_admissions_respiratory,2042
2021-08-08,hospital_admissions_respiratory,2135
2021-08-15,hospital_admissions_respiratory,2262
2021-08-22,hospital_admissions_respiratory,2221
2021-08-29,hospital_admissions_respiratory,2230
2021-09-05,hospital_admissions_respiratory,2422
2021-09-12,hospital_admissions_respiratory,2305
2021-09-19,hospital_admissions_respiratory,2270
2021-09-26,hospital_admissions_respiratory,2243
2021-10-03,hospital_admissions_respiratory,2279
2021-10-10,hospital_admissions_respiratory,2427
2021-10-17,hospital_admissions_respiratory,2412
2021-10-24,hospital_admissions_respiratory,2334
2021-10-31,hospital_admissions_respiratory,2274
2021-11-07,hospital_admissions_respiratory,2416
2021-11-14,hospital_admissions_respiratory,2620
2021-11-21,hospital_admissions_respiratory,2769
2021-11-28,hospital_admissions_respiratory,3167
2021-12-05,hospital_admissions_respiratory,3307
2021-12-12,hospital_admissions_respiratory,3205
2021-12-19,hospital_admissions_respiratory,3265
2021-12-26,hospital_admissions_respiratory,4197
2022-01-02,hospital_admissions_respiratory,4515
2022-01-09,hospital_admissions_respiratory,4371
2022-01-16,hospital_admissions_respiratory,3715
2022-01-23,hospital_admissions_respiratory,2966
2022-01-30,hospital_admissions_respiratory,2559
2022-02-06,hospital_admissions_respiratory,2178
2022-02-13,hospital_admissions_respiratory,2071
2022-02-20,hospital_admissions_respiratory,1818
2022-02-27,hospital_admissions_respiratory,1823
2022-03-06,hospital_admissions_respiratory,1889
2022-03-13,hospital_admissions_respiratory,1946
2022-03-20,hospital_admissions_respiratory,1915
2022-03-27,hospital_admissions_respiratory,2134
2022-04-03,hospital_admissions_respiratory,2306
2022-04-10,hospital_admissions_respiratory,2473
2022-04-17,hospital_admissions_respiratory,2597
2022-04-24,hospital_admissions_respiratory,2641
2022-05-01,hospital_admissions_respiratory,2664
2022-05-08,hospital_admissions_respiratory,2847
2022-05-15,hospital_admissions_respiratory,2761
2022-05-22,hospital_admissions_respiratory,2487
2022-05-29,hospital_admissions_respiratory,2421
2022-06-05,hospital_admissions_respiratory,2410
2022-06-12,hospital_admissions_respiratory,2306
2022-06-19,hospital_admissions_respiratory,2158
2022-06-26,hospital_admissions_respiratory,2295
2022-07-03,hospital_admissions_respiratory,2156
2022-07-10,hospital_admissions_respiratory,2212
2022-07-17,hospital_admissions_respiratory,2182
2022-07-24,hospital_admissions_respiratory,2106
2022-07-31,hospital_admissions_respiratory,2209
2022-08-07,hospital_admissions_respiratory,2176
2022-08-14,hospital_admissions_respiratory,2158
2022-08-21,hospital_admissions_respiratory,2245
2022-08-28,hospital_admissions_respiratory,2105
2022-09-04,hospital_admissions_respiratory,2231
2022-09-11,hospital_admissions_respiratory,2441
2022-09-18,hospital_admissions_respiratory,2632
2022-09-25,hospital_admissions_respiratory,2604
2022-10-02,hospital_admissions_respiratory,2839
2022-10-09,hospital_admissions_respiratory,2878
2022-10-16,hospital_admissions_respiratory,2726
2022-10-23,hospital_admissions_respiratory,2874
2022-10-30,hospital_admissions_respiratory,2802
2022-11-06,hospital_admissions_respiratory,2830
2022-11-13,hospital_admissions_respiratory,2718
2022-11-20,hospital_admissions_respiratory,2818
2022-11-27,hospital_admissions_respiratory,3345
2022-12-04,hospital_admissions_respiratory,3331
2022-12-11,hospital_admissions_respiratory,3615
2022-12-18,hospital_admissions_respiratory,3737
2022-12-25,hospital_admissions_respiratory,3974
2023-01-01,hospital_admissions_respiratory,3817
2023-01-08,hospital_admissions_respiratory,3134
2023-01-15,hospital_admissions_respiratory,2757
2023-01-22,hospital_admissions_respiratory,2519
2023-01-29,hospital_admissions_respiratory,2459
2023-02-05,hospital_admissions_respiratory,2629
2023-02-12,hospital_admissions_respiratory,2627
2023-02-19,hospital_admissions_respiratory,2500
2023-02-26,hospital_admissions_respiratory,2520
2023-03-05,hospital_admissions_respiratory,2472
2023-03-12,hospital_admissions_respiratory,2450
2023-03-19,hospital_admissions_respiratory,2412
2023-03-26,hospital_admissions_respiratory,2382
2023-04-02,hospital_admissions_respiratory,2368
2023-04-09,hospital_admissions_respiratory,2432
2023-04-16,hospital_admissions_respiratory,2224
2023-04-23,hospital_admissions_respiratory,2171
2023-04-30,hospital_admissions_respiratory,2214
2023-05-07,hospital_admissions_respiratory,2112
2023-05-14,hospital_admissions_respiratory,2027
2023-05-21,hospital_admissions_respiratory,2008
2023-05-28,hospital_admissions_respiratory,2157
2023-06-04,hospital_admissions_respiratory,2035
2023-06-11,hospital_admissions_respiratory,2192
2023-06-18,hospital_admissions_respiratory,2100
2023-06-25,hospital_admissions_respiratory,1910
2023-07-02,hospital_admissions_respiratory,1863
2023-07-09,hospital_admissions_respiratory,1969
2023-07-16,hospital_admissions_respiratory,1992
2023-07-23,hospital_admissions_respiratory,1911
2023-07-30,hospital_admissions_respiratory,1933
2023-08-06,hospital_admissions_respiratory,2163
2023-08-13,hospital_admissions_respiratory,2048
2023-08-20,hospital_admissions_respiratory,2186
2023-08-27,hospital_admissions_respiratory,2231
2023-09-03,hospital_admissions_respiratory,2344
2023-09-10,hospital_admissions_respiratory,2300
2023-09-17,hospital_admissions_respiratory,2426
2023-09-24,hospital_admissions_respiratory,2515
2023-10-01,hospital_admissions_respiratory,2795
2023-10-08,hospital_admissions_respiratory,2746
2023-10-15,hospital_admissions_respiratory,2815
2023-10-22,hospital_admissions_respiratory,2616
2023-10-29,hospital_admissions_respiratory,2486
2023-11-05,hospital_admissions_respiratory,2867
2023-11-12,hospital_admissions_respiratory,2911
2023-11-19,hospital_admissions_respiratory,2979
2023-11-26,hospital_admissions_respiratory,3496
2023-12-03,hospital_admissions_respiratory,3392
2023-12-10,hospital_admissions_respiratory,3539
2023-12-17,hospital_admissions_respiratory,3645
2023-12-24,hospital_admissions_respiratory,4215
2023-12-31,hospital_admissions_respiratory,4109
2024-01-07,hospital_admissions_respiratory,3660
2024-01-14,hospital_admissions_respiratory,3104
2024-01-21,hospital_admissions_respiratory,3059
2024-01-28,hospital_admissions_respiratory,2885
2024-02-04,hospital_admissions_respiratory,2983
2024-02-11,hospital_admissions_respiratory,2946
2024-02-18,hospital_admissions_respiratory,3019
2024-02-25,hospital_admissions_respiratory,2963
2024-03-03,hospital_admissions_respiratory,2747
2024-03-10,hospital_admissions_respiratory,2787
2024-03-17,hospital_admissions_respiratory,2658
2024-03-24,hospital_admissions_respiratory,2632
2024-03-31,hospital_admissions_respiratory,2771
2024-04-07,hospital_admissions_respiratory,2779
2024-04-14,hospital_admissions_respiratory,2489
2024-04-21,hospital_admissions_respiratory,2476
2024-04-28,hospital_admissions_respiratory,2449
2024-05-05,hospital_admissions_respiratory,2518
2024-05-12,hospital_admissions_respiratory,2448
2024-05-19,hospital_admissions_respiratory,2507
2024-05-26,hospital_admissions_respiratory,2359
2024-06-02,hospital_admissions_respiratory,2457
2024-06-09,hospital_admissions_respiratory,2381
2024-06-16,hospital_admissions_respiratory,2259
2024-06-23,hospital_admissions_respiratory,2328
2024-06-30,hospital_admissions_respiratory,2301
2024-07-07,hospital_admissions_respiratory,2336
2024-07-14,hospital_admissions_respiratory,2290
2024-07-21,hospital_admissions_respiratory,2187
2024-07-28,hospital_admissions_respiratory,2400
2024-08-04,hospital_admissions_respiratory,2360
2024-08-11,hospital_admissions_respiratory,2346
2024-08-18,hospital_admissions_respiratory,2381
2024-08-25,hospital_admissions_respiratory,2416
2024-09-01,hospital_admissions_respiratory,2325
2024-09-08,hospital_admissions_respiratory,2400
2024-09-15,hospital_admissions_respiratory,2524
2024-09-22,hospital_admissions_respiratory,2516
2024-09-29,hospital_admissions_respiratory,2605
2024-10-06,hospital_admissions_respiratory,2686
2024-10-13,hospital_admissions_respiratory,2648
2024-10-20,hospital_admissions_respiratory,2582
